"","x_names","importance","RSimportance","order","rel_imp"
"3087","phenoRange",-60.7071757990531,-1,1,0.256967260764281
"3094","phenoRange",-60.7084897125617,-1,1,0.256952669720827
"3101","phenoRange",-63.7108452112252,-1,1,0.295027974486663
"3108","phenoRange",-63.0343425430128,-1,1,0.290318655118595
"3115","phenoRange",-59.6447585621112,-1,1,0.282529741010036
"3122","phenoRange",-60.7173628382883,-1,1,0.256974885394465
"3143","phenoRange",-57.8050310293332,-1,1,0.250685980393783
"3164","phenoRange",-62.8493480882657,-1,1,0.290510293536123
"3171","phenoRange",-61.7043373684123,-1,1,0.216721496599217
"3178","phenoRange",-59.6440323176472,-1,1,0.282579572443402
"3185","phenoRange",-60.7169657490897,-1,1,0.256998578189641
"3192","phenoRange",-60.2837687786079,-1,1,0.262467255150377
"3199","phenoRange",-62.8528303629499,-1,1,0.290456272083019
"3206","phenoRange",-58.4181387242199,-1,1,0.195643852467998
"3213","phenoRange",-62.8203296958467,-1,1,0.290163441080181
"3220","phenoRange",-60.7430359380654,-1,1,0.270320749708228
"3227","phenoRange",-59.6346734518158,-1,1,0.282601052884492
"3241","phenoRange",-63.043331840657,-1,1,0.290338870591807
"3248","phenoRange",-60.7089764143111,-1,1,0.256938633771338
"3255","phenoRange",-59.6409210240605,-1,1,0.282526915996471
"3262","phenoRange",-62.8453304410044,-1,1,0.290419336011069
"3269","phenoRange",-63.0392333551229,-1,1,0.290432876991907
"3283","phenoRange",-59.6511127063329,-1,1,0.282598864850168
"3290","phenoRange",-63.0400191877039,-1,1,0.290307742440962
"3304","phenoRange",-63.0462457004519,-1,1,0.29037742821332
"3311","phenoRange",-59.0483811688408,-1,1,0.21235690280181
"3318","phenoRange",-59.6437212233763,-1,1,0.28262016434137
"3325","phenoRange",-59.6542923555566,-1,1,0.282591284287331
"3332","phenoRange",-63.0374089743413,-1,1,0.290346317250098
"3339","phenoRange",-63.6964047032906,-1,1,0.29495479960427
"3353","phenoRange",-60.7019180588984,-1,1,0.256938921472198
"3360","phenoRange",-60.7431138622994,-1,1,0.270281772431754
"3367","phenoRange",-59.7470320415548,-1,1,0.282509011506609
"3374","phenoRange",-65.9641041326411,-1,1,0.304815448892304
"3381","phenoRange",-57.8458554063355,-1,1,0.250982641860883
"3388","phenoRange",-59.6233898744408,-1,1,0.282556621803683
"3395","phenoRange",-63.7039822128959,-1,1,0.295028344737212
"3409","phenoRange",-63.6766623959294,-1,1,0.295006747207301
"3416","phenoRange",-65.9277797181004,-1,1,0.211379910115682
"3423","phenoRange",-59.753238558968,-1,1,0.28263731309505
"3430","phenoRange",-64.5950622213959,-1,1,0.256766850474754
"3437","phenoRange",-59.6286894620494,-1,1,0.2826136818408
"3444","phenoRange",-58.4170315763111,-1,1,0.195654654213634
"3451","phenoRange",-63.036921213932,-1,1,0.290429917383252
"3458","phenoRange",-63.0320894633964,-1,1,0.290347048810582
"3465","phenoRange",-59.6491189634243,-1,1,0.282614951681625
"3472","phenoRange",-63.0422209167396,-1,1,0.290399845503884
"3479","phenoRange",-60.7096883471286,-1,1,0.25696642350278
"3486","phenoRange",-59.7846081337032,-1,1,0.282770145141183
"3493","phenoRange",-70.9609717638468,-1,1,0.25273590051891
"3500","phenoRange",-62.8508713570433,-1,1,0.290483453969117
"3514","phenoRange",-60.7151017871916,-1,1,0.257002513231704
"3542","phenoRange",-59.6464726819625,-1,1,0.282556705671985
"3549","phenoRange",-63.0285663594139,-1,1,0.290333864197767
"3556","phenoRange",-59.74471460936,-1,1,0.282659912940995
"3563","phenoRange",-42.5364337939014,-1,1,0.123350075505879
"3570","phenoRange",-60.7506762143415,-1,1,0.270304020861731
"3577","phenoRange",-63.7161215444054,-1,1,0.295065301874387
"3584","phenoRange",-60.7377669845001,-1,1,0.270279355157802
"3591","phenoRange",-58.4076878055406,-1,1,0.195623995613908
"3598","phenoRange",-63.0354444343593,-1,1,0.29029393017848
"3605","phenoRange",-59.6424011761043,-1,1,0.282605474707377
"3612","phenoRange",-59.647045442254,-1,1,0.282529859786113
"3619","phenoRange",-60.7188678602292,-1,1,0.25699282583257
"3640","phenoRange",-60.7080777691152,-1,1,0.256968700565739
"3647","phenoRange",-59.6534060244417,-1,1,0.28263841537754
"3654","phenoRange",-60.7072634758806,-1,1,0.25697495467338
"3661","phenoRange",-64.5949814288087,-1,1,0.256762396076608
"3668","phenoRange",-63.7015501157338,-1,1,0.294998627849226
