"","x_names","importance","RSimportance","rank","rel_imp"
"1496","naLongMin",39.9125489005099,0.80203759655539,2,0.170084000720805
"1497","phenoMean",10.4981399833154,0.210958788462962,7,0.103130365564462
"1498","phenoRange",35.0606501237011,0.704539307398717,3,0.180542859131688
"1499","ITD",-18.4037563258436,-0.237714605275267,5,0.106634877262775
"1500","naLatMax",45.7170758479224,0.590510787423729,2,0.127608383826306
"1501","naLatMin",-9.17284742623563,-0.11848232320463,6,0.22342374406563
"1502","naLongMax",-24.2214248992741,-0.312859307480075,4,0.0928868577593236
"1503","naLongMin",24.3208706910457,0.314143812486484,3,0.188283172690435
"1504","phenoMean",7.760493991821,0.100239469233586,7,0.0947228057940348
"1505","phenoRange",77.4195439297158,1,1,0.166440158601495
"1506","ITD",-24.6234278486803,-0.37573781013971,3,0.0834792735189662
"1507","naLatMax",35.7328257366709,0.545260139039503,2,0.115610630470588
"1508","naLatMin",-13.8643027750251,-0.211560421067898,5,0.228400745415498
"1509","naLongMax",-21.4869624297817,-0.327877347521828,4,0.109946954672308
"1510","naLongMin",-0.0223546220777209,-0.000341117280567166,7,0.21711074155189
"1511","phenoMean",2.50533861061232,0.0382298699025525,6,0.0845595470502298
"1512","phenoRange",65.533537440708,1,1,0.160892107320521
"1513","ITD",-24.6252404219801,-0.375771883937003,3,0.0834524320492396
"1514","naLatMax",35.7279528505741,0.545195089339685,2,0.115612178197262
"1515","naLatMin",-13.8683963157852,-0.211626498725107,5,0.228391735539912
"1516","naLongMax",-21.4867183891445,-0.327879221089995,4,0.109947059304084
"1517","naLongMin",-0.0282274080273588,-0.000430739603404295,7,0.217128388309199
"1518","phenoMean",2.50577336729506,0.0382371567876015,6,0.0845676904415207
"1519","phenoRange",65.5324186684185,1,1,0.160900516158782
"1520","ITD",-18.4137877180626,-0.237705810687929,5,0.106601302520481
"1521","naLatMax",45.7213238148891,0.590222093876023,2,0.127506250528334
"1522","naLatMin",-9.19260153335902,-0.118668403984843,6,0.223250424056889
"1523","naLongMax",-24.2338873588601,-0.312838180224436,4,0.0929099599832894
"1524","naLongMin",24.342760780935,0.314243640385753,3,0.188402554145105
"1525","phenoMean",7.77954425929547,0.100427076886765,7,0.0946993334525164
"1526","phenoRange",77.4646091518441,1,1,0.166630175313385
"1527","ITD",-24.6184723870693,-0.375663580063916,3,0.0834681860853509
"1528","naLatMax",35.735654882067,0.545305323492656,2,0.115612287527067
"1529","naLatMin",-13.8571528862274,-0.211452099093989,5,0.228386469963562
"1530","naLongMax",-21.4886315255153,-0.327904027619092,4,0.109951709943211
"1531","naLongMin",-0.0288536364960272,-0.000440289722836488,7,0.217114135022405
