"","x_names","importance","RSimportance","rank","absrank","iter","rel_imp"
"4726","oliG1",58.8855895219308,0.771276817874553,7,6,430,0.10069010832195
"5908","clepto1",72.2942511072114,0.772230972051246,9,5,538,0.0571553190248006
"7910","clepto1",72.2194370322366,0.773621822923244,10,3,720,0.124306128235342
"8583","naLatMax",65.2599553469111,0.774127194855267,10,3,781,0.125137745678
"1018","naLongMin",110.533137982704,0.774777934086377,10,4,93,0.120939481016299
"5635","naLatMax",81.2428055365251,0.774790387872225,11,2,513,0.0936104220445582
"9236","oliG1",57.3049746019518,0.775294261971042,11,3,840,0.0970415609698721
"10132","clepto1",73.8523528026405,0.77638415671347,10,5,922,0.0853998093510127
"2668","naLongMin",99.7738889203627,0.776511211211033,10,4,243,0.124723625125975
"6717","oliG1",110.114180475949,0.777562621005618,11,2,611,0.107059003375547
"7751","oliG1",73.0880112552465,0.777944328346727,10,3,705,0.0860049875809294
"8856","clepto1",138.986229600088,0.778558816852889,11,2,806,0.0850010160160656
"6684","oliG1",64.501788088848,0.77874567816676,10,2,608,0.0666568432370606
"8251","clepto1",89.8152650888356,0.779011060808758,11,2,751,0.072412799186607
"5913","naLongMin",72.9697144809246,0.779446120277818,10,4,538,0.105451042327008
"3830","ITD",73.0184987898974,0.779697212162399,10,4,349,0.147420661688217
"216","oliG1",73.2303549044698,0.779831822074294,10,2,20,0.0969582367532286
"5305","naLatMax",69.6035750620442,0.780087850099405,11,4,483,0.0888556881718243
"4159","clepto1",61.280140100277,0.780184793471221,11,2,379,0.122732947172531
"6106","clepto1",87.6273603993547,0.780358092441222,11,3,556,0.0480786296644246
"10803","clepto1",130.964910504139,0.781696222142083,10,2,983,0.0964319328061183
"2558","naLongMin",89.659328777713,0.783213808457544,10,3,233,0.0815602895126817
"4066","oliG1",87.8301949005746,0.783341134437282,10,3,370,0.0810077048081709
"1789","oliG1",95.0979213987293,0.783495482450092,10,3,163,0.0937066871899564
"5034","oliG1",85.6305760682359,0.78449429018241,11,2,458,0.0892172029578758
"1431","clepto1",127.498173560644,0.784526601610209,10,2,131,0.102203900443844
"9687","oliG1",100.843364814517,0.785721316858231,10,3,881,0.0859857691360724
"6053","naLatMax",66.6352408502116,0.785881915035112,10,2,551,0.220870616993268
"1712","oliG1",80.4972470092171,0.78645893363013,11,2,156,0.0958735494411129
"7745","clepto1",73.9451551600924,0.787067715724488,11,2,705,0.0554523455836224
"2338","naLongMin",68.7689930967887,0.787283357442516,10,2,213,0.0941349071405547
"777","oliG1",83.4086337121362,0.78816100437558,10,3,71,0.0679740444121227
"3059","clepto1",123.626791753305,0.788718109128935,10,2,279,0.106355070549329
"6700","clepto1",68.6791544001064,0.789142110319661,10,3,610,0.0956361157868156
"958","clepto1",49.8210219743994,0.7901401026284,9,5,88,0.0992429864724403
"2248","naLatMin",87.2297041489046,0.790384748714548,11,3,205,0.145998652413522
"5336","clepto1",61.2553895649515,0.79070928573569,11,2,486,0.0817502645788682
"1388","ITD",100.20278147391,0.790922536401536,10,4,127,0.111853202599607
"7245","oliG1",84.7914049368657,0.791230967985139,10,2,659,0.137113718376898
"9562","naLatMax",113.250647269487,0.791286580407307,10,2,870,0.107731033003834
"7135","oliG1",104.764950504164,0.791346658279154,10,3,649,0.0709577321970442
"9059","naLongMin",104.726903735472,0.791574965781168,11,2,824,0.116232071568761
"5936","oliG1",119.479713014309,0.791911565729667,11,2,540,0.0835866319076441
"1469","naLongMin",60.4165062189319,0.791981454295129,9,4,134,0.0607550060467814
"8605","naLatMax",71.8479583469598,0.792198444989576,10,2,783,0.103696338954805
"7351","naLatMax",69.5909156690688,0.793686022474602,10,4,669,0.0958443979165474
"10824","polyG1",61.4707521756764,0.794060265222181,10,2,984,0.0922038707721182
"750","ITD",61.8640363189211,0.794392947640237,10,3,69,0.149800695103667
"2433","ITD",76.6136349723837,0.794541988935823,9,4,222,0.118686476711801
"10131","polyG1",93.2941345185458,0.794836398462598,10,2,921,0.0978887160007754
"5655","clepto1",104.094612872219,0.795106765759787,11,2,515,0.0837497329274588
"9192","oliG1",109.596909499231,0.795452184710264,10,3,836,0.105542160834248
"8933","clepto1",86.3430075412908,0.796028378734608,10,4,813,0.0882637952661387
"2547","naLongMin",151.18154003149,0.796109863421179,10,2,232,0.131269175711095
"1147","naLatMax",85.7604615143187,0.796348797852755,10,5,105,0.0807531346635829
"8946","naLatMax",95.9372033633287,0.796556547528812,11,2,814,0.0999365188265518
"4627","oliG1",72.5955940276511,0.796952374876851,10,4,421,0.0781278295708291
"3180","clepto1",70.858413368338,0.797071725557744,10,5,290,0.0820275490591766
"7417","naLatMax",100.527806970327,0.798267727170908,10,2,675,0.0895455647030489
"10837","ITD",61.4916991062202,0.798801939968332,10,3,986,0.0706528234472572
"7656","polyG1",96.8512884999338,0.79922385944571,10,2,696,0.104933305464835
"5225","polyG1",107.327748567448,0.799641788188643,10,3,475,0.0746543036569397
"633","naLongMin",68.9048589766628,0.799765450835089,11,2,58,0.088346555130881
"8044","naLatMax",97.4554055998977,0.801504017255323,10,2,732,0.0988578440633293
"5435","clepto1",45.9306731433635,0.802281012486866,9,3,495,0.0879630928233147
"9441","naLatMax",83.6616150410741,0.802290417978306,11,2,859,0.0883065920391554
"5573","oliG1",109.607229943508,0.803215704097779,10,3,507,0.059142419278819
"8736","ITD",105.7323637649,0.804431861031222,11,2,795,0.145008676516053
"5171","clepto1",63.3462253470365,0.804666858711083,10,4,471,0.0718238200581565
"6338","ITD",98.913949483332,0.805291731571845,10,2,577,0.114442649680369
"6547","ITD",77.2671710834487,0.805308163098196,9,5,596,0.102015728118711
"10968","clepto1",118.839282411842,0.805418111705961,10,2,998,0.106197806031064
"5732","clepto1",159.588426042725,0.806581714615052,10,3,522,0.0958615025350538
"9720","oliG1",67.4848836013331,0.806721591437871,10,3,884,0.0711647545918618
"1921","oliG1",94.0248356950035,0.807090824299758,10,2,175,0.0915972362802374
"168","naLatMax",66.3132953839187,0.807288140926507,10,3,16,0.10455456074554
"4335","clepto1",102.566837709705,0.807319086264504,10,3,395,0.105116386279079
"100","clepto1",84.6911808249742,0.8085843649327,11,3,10,0.100479094324585
"574","ITD",95.979117585374,0.808781224073191,10,2,53,0.100648311764684
"7123","naLongMin",98.1505405101803,0.80901077520423,10,3,648,0.108131595668421
"4447","naLatMax",89.1628411990429,0.809917117707835,10,3,405,0.113443406526329
"9000","ITD",59.9977654913732,0.810063938344614,9,4,819,0.0926223409344004
"5061","clepto1",66.7015650783707,0.812084940663852,11,3,461,0.0920026822029755
"2415","naLongMin",58.2147978616843,0.812198771178253,10,4,220,0.098204776292586
"10688","oliG1",75.2588427680419,0.81288757558705,10,3,972,0.0511283469303887
"4984","clepto1",86.8884719662743,0.812973450530104,10,3,454,0.0566313096735029
"161","oliG1",84.5627666711919,0.813038849371044,10,3,15,0.0701825535299026
"2432","clepto1",78.4215479253534,0.813291428953819,10,3,222,0.0656937581658151
"2872","clepto1",59.177272522023,0.813351073407328,9,4,262,0.0812626605390497
"8730","oliG1",82.0814185766744,0.814524805579177,10,2,794,0.0770909923619945
"2718","clepto1",74.7395865541323,0.815257410409525,10,2,248,0.0976120292008193
"4643","clepto1",82.1888862387268,0.815267584397268,11,3,423,0.0608832410342266
"5649","naLongMin",87.9237172558279,0.815883226476508,9,4,514,0.1224013595006
"8165","naLatMax",143.883312595482,0.81621390448652,10,3,743,0.107362869100956
"8592","clepto1",97.1412183291454,0.816250031612844,11,2,782,0.104263336781858
"8400","oliG1",35.591344759266,0.816329220086331,9,6,764,0.0392503014926656
"10286","clepto1",130.771622003969,0.81664516661971,11,2,936,0.0759415577552056
"7604","naLatMax",101.815313857849,0.816749061310928,9,3,692,0.0970004513307835
"9390","oliG1",58.9218897044873,0.817121455926679,10,4,854,0.0611036376033728
"6942","clepto1",70.2709568640269,0.8172873681855,10,3,632,0.0672935336223422
"9659","clepto1",76.9665288067028,0.817338618636105,11,2,879,0.0525965720905352
"7729","oliG1",82.144103180986,0.818364803276232,11,2,703,0.0699898478376751
"10919","oliG1",44.2239420949397,0.818627240973823,10,3,993,0.0762937709498553
"842","naLongMin",122.104195052791,0.818848157439657,11,2,77,0.105592665114632
"10550","clepto1",122.771914869642,0.819501581374187,10,2,960,0.0757867762988784
"5370","ITD",84.3174862697273,0.820786894708168,10,2,489,0.111791314008424
"6695","oliG1",80.03613921631,0.820982770718315,10,2,609,0.045674869703045
"4968","oliG1",56.8531464799094,0.821417456661577,11,2,452,0.0645700166161118
"1305","oliG1",78.1214156092276,0.82167288113144,9,3,119,0.0787069066934589
"2093","naLatMax",81.4264916280036,0.821965488138885,10,3,191,0.144346137345855
"2279","ITD",87.2981783079907,0.822097502954959,9,4,208,0.080171120472081
"9386","naLatMax",59.291686853323,0.822249756905647,11,3,854,0.0592158033767959
"2438","oliG1",79.2980033856993,0.822380942392621,11,2,222,0.0681083406433996
"3850","polyG1",104.098420468107,0.822420007236889,10,3,350,0.111678136395007
"869","polyG1",127.230538100771,0.823056107387732,9,3,79,0.0958750580087467
"5138","clepto1",105.8001774674,0.823077036419202,11,3,468,0.0698088162570024
"4775","clepto1",88.9416931816421,0.823259929729428,11,2,435,0.108099044671017
"117","oliG1",108.891734962915,0.823623746296612,11,2,11,0.0997542740110259
"2984","naLatMax",81.5751781403207,0.824456861579811,10,2,272,0.0592330130672704
"4561","oliG1",85.8527493448896,0.82466873140704,10,3,415,0.0929814550437564
"7157","oliG1",88.2884457032878,0.825386918479573,11,2,651,0.0765809985588125
"3752","clepto1",56.7763392984728,0.825718054168915,9,4,342,0.0857179089401684
"8092","oliG1",94.3564689286829,0.825956084127515,9,3,736,0.0757100966607792
"3098","oliG1",108.005437454804,0.826352323389618,11,2,282,0.114890906672578
"6853","polyG1",144.647445229504,0.826551015086275,11,2,623,0.0967547928473387
"3620","clepto1",62.9085789700591,0.826626287745523,11,2,330,0.098060959517751
"5501","clepto1",105.705856580259,0.827084323869611,10,2,501,0.0611821913989984
"6634","clepto1",87.9727031448143,0.828110692226182,10,3,604,0.0567975278636163
"2877","naLongMin",60.2521547760789,0.828124593677251,10,3,262,0.0533332248215915
"7219","naLatMax",136.158978109059,0.828263870798899,11,2,657,0.0992658229797732
"6746","naLatMax",91.4223557010082,0.828809644896948,11,2,614,0.100808827788993
"7954","clepto1",63.9118282043101,0.829309338328241,11,2,724,0.0603762675020824
"3571","oliG1",120.009126203374,0.830592295797972,10,3,325,0.0602003433666759
"1129","oliG1",70.813391353977,0.830686378237427,9,3,103,0.0483905621431517
"8202","oliG1",81.0134258187588,0.831136261470523,11,2,746,0.112587033313053
"6931","clepto1",70.71341907996,0.831194958687196,11,2,631,0.0888936473947945
"1167","clepto1",127.407464469509,0.831219538590379,10,2,107,0.0849766649048935
"2097","oliG1",82.3486609414379,0.83127439160149,11,2,191,0.0759317258110633
"864","naLongMin",128.536387493981,0.83150366513962,10,2,79,0.0758072509593469
"4177","phenoMean",96.773823725596,0.832391954232806,11,2,380,0.120007765743401
"3268","clepto1",125.343760586489,0.832555634571555,11,2,298,0.0666339301108123
"959","ITD",52.5076884371742,0.832749483779112,10,4,88,0.110893976218096
"8548","clepto1",127.07488831106,0.832778004480176,10,2,778,0.0812559292716138
"7393","clepto1",90.7641812118641,0.833711802541595,11,2,673,0.0928985768701583
"7992","naLongMin",105.194197251891,0.833828346952628,11,2,727,0.139333695341856
"3989","oliG1",90.3096485978382,0.833863170010444,10,2,363,0.0940944691045947
"3895","clepto1",104.120059252318,0.834591555226445,10,3,355,0.0843165842939626
"7866","clepto1",122.075332664042,0.834822125355097,11,2,716,0.113677289853812
"4957","oliG1",62.1885699990569,0.834969262794364,9,3,451,0.0787177387452364
"2926","polyG1",65.3614381642746,0.835830675681557,8,5,266,0.0692386616988434
"4506","oliG1",109.336768071002,0.836064936914962,10,3,410,0.0926411127149676
"4390","clepto1",122.868636288198,0.836397589392382,11,2,400,0.0985475123987384
"10772","naLatMax",94.8936571087823,0.837013572409239,10,3,980,0.114577091686038
"782","clepto1",92.578321829414,0.837285990484953,10,2,72,0.0741610144782285
"9104","oliG1",88.1680174582206,0.837557091501447,10,2,828,0.0720089953802791
"10054","polyG1",55.9669413066307,0.8383010259157,10,3,914,0.0939304685649286
"10682","clepto1",77.6192553901258,0.838382919697837,11,2,972,0.0505238026985389
"7096","clepto1",121.573515057006,0.838443312658258,11,2,646,0.0941044678824527
"7124","oliG1",101.731496787548,0.838526987737212,11,2,648,0.059283774179352
"8218","clepto1",88.2691043870465,0.838586253922183,10,3,748,0.0932834139035014
"4016","clepto1",73.3661985413092,0.838923252583705,10,2,366,0.144594328820725
"5676","polyG1",59.2149245168269,0.839740651365013,9,3,516,0.10519489925334
"2863","naLatMax",66.8893772728561,0.839763356228505,11,3,261,0.102790968581341
"6997","clepto1",113.598899169847,0.839898730945505,10,2,637,0.100012996482209
"2214","naLatMax",80.5467770645627,0.840219457109423,9,3,202,0.117765209704285
"2922","oliG1",65.7213150128739,0.840432718078036,9,4,266,0.0508093221110997
"2652","clepto1",103.177284039299,0.840505862534445,10,2,242,0.092521123820451
"8878","clepto1",75.7375117046456,0.841267812969524,10,2,808,0.0876920681179291
"6910","ITD",82.528837262758,0.841630405641465,11,2,629,0.0944230097880163
"1871","clepto1",86.4744429367938,0.841874213585416,10,2,171,0.0684255203051004
"7238","polyG1",44.9713588640593,0.84260620068301,11,2,658,0.0923643379903187
"2412","naLatMax",60.4296025641838,0.843099190381699,11,3,220,0.105217103685314
"10067","ITD",73.862836627641,0.843407407500141,10,4,916,0.11355718123533
"2042","oliG1",103.059316395953,0.844194439027685,11,2,186,0.0572257243851471
"4227","naLatMax",113.687527689556,0.844282450075954,10,3,385,0.169997314012585
"5567","clepto1",115.341080039135,0.845234085952,11,2,507,0.0615097659611129
"5721","clepto1",81.9829301246426,0.845543053434241,11,4,521,0.092840001088242
"6133","naLongMin",56.5783916283305,0.846662135175212,10,3,558,0.0770129551681511
"7538","naLatMax",70.0558449113357,0.846843649387672,9,3,686,0.142449515761159
"9791","clepto1",148.906991330257,0.846919382196234,11,2,891,0.101267770727911
"6503","ITD",52.5211257118505,0.847247610175362,9,4,592,0.126063196680255
"6084","clepto1",123.329975464216,0.847473039688782,11,2,554,0.0961570465975498
"10721","oliG1",98.5943610930356,0.84780531711837,10,3,975,0.0952588490442159
"1409","clepto1",97.3857271798346,0.847812856186631,10,4,129,0.0689134668396983
"2619","clepto1",71.3799133947154,0.848051817821946,11,2,239,0.0860002124098811
"6228","ITD",117.348829292117,0.848066852574835,9,4,567,0.101154399285504
"7663","oliG1",123.57171507795,0.84875435745589,10,2,697,0.111244050282212
"2047","clepto1",78.8425188734816,0.848757684471207,10,4,187,0.11107081957141
"8586","naLongMin",71.5592263461375,0.848850460636587,11,2,781,0.0841827300295755
"7274","naLatMax",54.093708728609,0.848991893495617,9,3,662,0.13117838765371
"3532","clepto1",133.371382660636,0.849009372922644,11,3,322,0.107180176998124
"135","naLatMax",82.6871372609881,0.849028527664681,11,2,13,0.141606835486096
"7612","polyG1",106.038831353587,0.850629563362814,10,2,692,0.0615044741817407
"6425","clepto1",94.9547471176064,0.851192179403278,11,3,585,0.090884969867135
"650","clepto1",75.1804994882968,0.852468390477322,10,2,60,0.104356119656131
"1519","clepto1",76.6428981517514,0.852543990790068,10,2,139,0.0970703523082384
"3334","clepto1",69.4169848257857,0.852893668807424,11,2,304,0.0873886162733332
"7778","clepto1",99.7200402237215,0.853300539693845,10,2,708,0.0919879222794329
"1838","clepto1",75.4972358291168,0.853423873657485,10,4,168,0.0826324524118103
"7190","oliG1",94.9949800561096,0.853486634398422,10,3,654,0.0714557439385468
"5012","oliG1",82.8745353005942,0.853895196467212,10,3,456,0.0842681630937751
"1255","clepto1",71.3587763581832,0.854072511629722,11,3,115,0.0722394592598823
"1882","clepto1",157.566743851286,0.854137745252478,10,3,172,0.0761093361637751
"6805","oliG1",109.064819438599,0.85494140598379,11,2,619,0.0732332294820202
"1300","ITD",81.2962391545867,0.855065343227211,10,2,119,0.0995802921525727
"9257","naLongMin",72.0760114885873,0.855659217548091,10,3,842,0.116150232971812
"4721","ITD",65.3405859861517,0.855823634383227,8,5,430,0.0890513541673205
"10209","clepto1",97.5070748696221,0.855870768066687,11,2,929,0.0887006226946186
"7010","naLatMax",97.6900295002389,0.85690111810081,9,3,638,0.0603173013170896
"7553","oliG1",69.9520434940141,0.856918276577539,9,4,687,0.0433217021956635
"5775","polyG1",84.3501494905128,0.85730167939762,10,2,525,0.113301094942574
"2850","clepto1",131.098569191051,0.858177755478091,11,2,260,0.0850113330886129
"9302","oliG1",106.18806468177,0.85830898441151,11,2,846,0.101159685494444
"3840","clepto1",108.658208950537,0.858444197228013,11,2,350,0.0559202028142469
"6233","oliG1",118.83207999403,0.85878613935374,10,3,567,0.0942900439168122
"3818","clepto1",95.8776669884176,0.859815439606153,11,2,348,0.120372850306518
"363","polyG1",79.1971879982018,0.859956629025664,10,4,33,0.0436770819960503
"7196","ITD",93.0001780515859,0.860634568106029,10,3,655,0.107185120419829
"3565","clepto1",124.387024706992,0.860892064523298,11,2,325,0.0751557600479532
"4722","naLatMax",65.7740592841628,0.861501218808174,9,4,430,0.173408992046527
"2773","clepto1",103.067441143937,0.861648118340313,10,3,253,0.124033828696806
"3130","naLongMin",105.529296121514,0.862483995311892,11,2,285,0.145208188874439
"5689","ITD",72.7702569841813,0.862534091789564,10,2,518,0.100748096671149
"6964","clepto1",63.6332383210898,0.862735269120431,11,3,634,0.0697912045127235
"9218","polyG1",88.1598324405966,0.863197237640939,11,3,838,0.107616737894935
"10000","clepto1",100.745242366622,0.863341101178365,11,2,910,0.0596825326663292
"1290","naLatMax",86.5450456214861,0.863460870120771,10,2,118,0.0927882387468938
"3653","clepto1",114.62506978632,0.863526869414136,11,2,333,0.0521949605797232
"3769","oliG1",52.6060496232578,0.863535367195209,10,3,343,0.0924944957171039
"3955","naLongMin",92.7285854752423,0.864293710761545,9,3,360,0.117661241156192
"5666","clepto1",60.9524960632966,0.864381558604728,10,2,516,0.105951698916436
"6866","ITD",73.0145118163724,0.864712843681115,10,2,625,0.106190069598364
"7262","ITD",68.9864449173582,0.86472045772252,10,3,661,0.100017765712592
"5739","phenoMean",171.103562268011,0.86478078675911,11,2,522,0.168925796342994
"10637","polyG1",96.3888114660445,0.865159214075396,10,3,967,0.0777018384951737
"10055","clepto1",105.959137722021,0.865948104835565,11,2,915,0.0902767079490985
"3950","clepto1",93.0479646097766,0.867270542295335,10,2,360,0.0969168357985077
"4797","clepto1",63.2723641840442,0.867657105579663,10,4,437,0.0805872947029267
"4940","clepto1",71.5504603189781,0.869130637738608,9,4,450,0.0664431648956748
"144","clepto1",95.3705291944383,0.869390095988075,10,3,14,0.089183788548639
"1887","naLongMin",160.382194505418,0.869399739089576,11,2,172,0.130117578395536
"5650","oliG1",93.7491394267632,0.869939906343457,10,3,514,0.0588912016237183
"8664","oliG1",101.762831806612,0.87005606513987,10,3,788,0.0717438162593052
"2709","naLatMax",85.4699781841462,0.870402304982801,10,3,247,0.118124365519403
"6948","oliG1",74.8674791376261,0.870747286186404,11,2,632,0.0923241770941762
"4665","clepto1",113.42494466262,0.870940560927194,11,2,425,0.104125456633123
"5270","clepto1",127.480085722856,0.871017667713762,11,2,480,0.0618231595983467
"4557","naLatMax",90.7226713234106,0.871447342584006,11,2,415,0.148891056910597
"4896","clepto1",86.0608655159271,0.871585199254893,11,3,446,0.085110816658712
"4054","naLongMin",69.5071649008517,0.872135631354425,11,2,369,0.0608750305491157
"5578","clepto1",59.889283093948,0.87214872046937,10,4,508,0.0907117311002977
"6183","clepto1",97.1691322682445,0.872270753609109,10,3,563,0.113095760420995
"2806","clepto1",81.3089955120886,0.872993867369285,11,2,256,0.073702381589716
"4621","clepto1",79.528469978022,0.873061290677859,11,2,421,0.0668097689301922
"7300","oliG1",135.50312456678,0.873078861763799,11,2,664,0.088049721508861
"6227","clepto1",120.838355004482,0.873285264260031,11,2,567,0.10425548623398
"2916","clepto1",68.3879714191885,0.874533455278747,10,2,266,0.0741111910210535
"1156","clepto1",92.449446499018,0.875044091008554,11,2,106,0.0615663477498981
"5993","phenoRange",79.7102673461512,0.875326670970038,10,3,545,0.143664315022366
"9830","oliG1",64.344609144656,0.875923294369155,11,2,894,0.0355651499792299
"10044","clepto1",58.4951301816025,0.876169511813221,11,2,914,0.0899346671085878
"10793","ITD",94.6080806764407,0.876464591161316,10,3,982,0.108815397938561
"3785","clepto1",71.0463388979918,0.878970867360208,10,3,345,0.106576736087031
"7806","oliG1",67.702792670256,0.879236133377635,11,2,710,0.0748344708774714
"5205","ITD",76.4337173409363,0.879338881773284,10,2,474,0.11545977480975
"4539","oliG1",83.7235609605525,0.880027895006801,10,2,413,0.0723956436585264
"5589","clepto1",59.7935439957597,0.880228617613574,11,2,509,0.100748892350693
"6464","oliG1",122.73727493049,0.880790129712607,10,3,588,0.073591454981916
"10605","clepto1",81.2253779726053,0.882327510911198,9,3,965,0.0684687475409971
"10711","phenoMean",94.6861747876498,0.882687370552028,11,2,974,0.06352991654373
"3104","ITD",117.148959072082,0.883392863331721,9,4,283,0.116771494678275
"2267","clepto1",77.3466283189712,0.883493582777242,10,2,207,0.0647928445421722
"1277","clepto1",102.840626146729,0.885225847008486,11,3,117,0.085247892585819
"5484","naLongMin",60.6819592395469,0.885451855611417,10,2,499,0.0808550161599796
"6508","oliG1",54.9216005049906,0.885971009649551,10,3,592,0.0913028134637697
"9956","clepto1",126.111206861732,0.886564117135572,11,2,906,0.0579601335242671
"7113","oliG1",100.106317142722,0.887075461713665,10,2,647,0.0578352785562344
"8636","clepto1",89.5217058865969,0.887300379039922,11,2,786,0.0619065330424517
"672","clepto1",137.618133477767,0.887617301078738,11,2,62,0.0583350894652535
"2284","oliG1",94.2854726707597,0.887897699011489,10,3,208,0.0892264649748936
"10859","ITD",72.9995120025978,0.888775537785008,10,5,988,0.135263365450882
"8966","clepto1",58.8085449708903,0.889138171963711,9,3,816,0.106495329388338
"1844","oliG1",78.7852225191484,0.89059141107425,11,2,168,0.049397907969978
"8845","clepto1",82.8175866078274,0.890630012297503,11,2,805,0.106899112659325
"3488","clepto1",68.3946138491088,0.890896370786207,10,3,318,0.0991694377745041
"9676","oliG1",71.4614273610203,0.891082092795108,10,2,880,0.0636557370172941
"10088","clepto1",76.779792863178,0.891782879526572,9,4,918,0.102823120921332
"155","clepto1",92.8527853093704,0.892744226573955,11,2,15,0.0654639536165845
"4802","naLongMin",65.1052067545358,0.89279096773582,11,3,437,0.0762106092822201
"7091","oliG1",88.5556063329682,0.893251710490765,11,2,645,0.0820412576869049
"10187","clepto1",97.2567114017063,0.89399125897319,10,2,927,0.0669240827192417
"1024","clepto1",114.063555311021,0.894657614380067,11,2,94,0.0828060741475809
"7162","clepto1",138.870450949954,0.894936132727444,11,2,652,0.0921378818191973
"5914","oliG1",83.9504662193864,0.896740046959077,11,3,538,0.0484916044366187
"3476","polyG1",119.101456630118,0.89720502680242,10,2,316,0.0820967143940246
"3754","naLatMax",61.7109092269936,0.897483221312198,10,3,342,0.0780477511886131
"7712","clepto1",54.1642736531858,0.897489956117162,10,2,702,0.0884844303486457
"6558","ITD",68.9377801626762,0.898208846694624,11,2,597,0.0886384811412535
"3241","oliG1",108.025744157709,0.898443755790683,11,2,295,0.0709771155928546
"7426","clepto1",112.768394811595,0.898452386180513,11,2,676,0.105394729325623
"10324","naLongMin",78.7265443596893,0.898561953819497,10,2,939,0.0817900983382921
"733","oliG1",156.75311753194,0.898570227101847,10,2,67,0.0970248540771927
"9186","clepto1",123.917070471128,0.899387627621433,11,2,836,0.0796755386117642
"4341","oliG1",114.276704586895,0.899489218820691,11,2,395,0.0528502346714733
"1683","polyG1",117.982232151843,0.899960320131239,11,2,153,0.107545977221336
"5134","phenoMean",65.6739806232231,0.900272281244649,10,2,467,0.0872017645262058
"3494","oliG1",69.1298885769512,0.900473931791387,11,2,318,0.0641103412286832
"2119","oliG1",108.702292394455,0.901007249539908,11,2,193,0.0565780551705402
"3010","oliG1",146.677914499837,0.901508547497432,11,2,274,0.0951958918584928
"3422","clepto1",106.218652971678,0.902934955260158,11,2,312,0.0734561764239481
"10848","ITD",65.2237310958641,0.902948838585349,9,4,987,0.132018001105242
"964","oliG1",57.0075854153546,0.904115925478836,11,2,88,0.104619507813118
"10660","clepto1",103.527402892152,0.904982600260205,11,2,970,0.135911544067228
"3786","ITD",73.1870149642077,0.905454876639851,11,2,345,0.109230868098839
"5960","phenoRange",70.0522043144049,0.905458638960693,10,2,542,0.131198552149912
"7548","ITD",73.9429982426915,0.905807799946906,10,3,687,0.11164739544782
"6623","clepto1",114.184764701523,0.906314831742803,10,2,603,0.0743475943005813
"6469","clepto1",112.203972077132,0.906393320970081,11,2,589,0.102536059576977
"6778","ITD",89.5499933333269,0.90648877440558,9,3,617,0.114252427452962
"10853","oliG1",65.4824782525688,0.90653090052367,10,3,987,0.0746602938959235
"6953","clepto1",177.238979101994,0.906854819612259,10,2,633,0.0892403140689106
"10957","clepto1",110.954618286429,0.907446983446452,11,2,997,0.0590099725608905
"11","polyG1",112.27074208155,0.907525100846961,11,2,1,0.0896511668199009
"1464","clepto1",69.274529463148,0.908098564836289,10,3,134,0.0865866383304692
"6079","oliG1",77.3347890348285,0.908519821130688,10,3,553,0.0514443419867406
"1244","clepto1",100.607662601784,0.90924786149644,11,2,114,0.0750062725177748
"1073","naLongMin",87.941252491194,0.909851391859677,11,2,98,0.105763909868401
"3763","clepto1",55.4342535274051,0.90996071398253,11,2,343,0.120424695221295
"7278","oliG1",58.0555080064199,0.91117168389219,10,2,662,0.0838466295346201
"3901","oliG1",113.682348193689,0.911239663731294,11,2,355,0.0802369365032769
"3383","naLongMin",134.907460671285,0.911397276861854,10,2,308,0.115071886490702
"304","oliG1",129.36424082631,0.912303096514092,10,2,28,0.0963380321204382
"10093","naLongMin",78.6132160489549,0.913077745623912,10,2,918,0.121606704490614
"1106","naLongMin",109.248744071301,0.914622095378183,11,2,101,0.117442300847868
"4885","clepto1",67.8829027671003,0.914958863824263,11,2,445,0.111117744938278
"4198","oliG1",99.6054669872518,0.915236103417037,11,2,382,0.079911382709333
"9329","clepto1",96.3934056211368,0.915952795074545,11,3,849,0.090963183055791
"4720","clepto1",69.9654903994929,0.916400111376249,10,3,430,0.0621923289260826
"7184","clepto1",102.098118037416,0.917305094339696,11,2,654,0.101983590888352
"5149","clepto1",83.3074521305346,0.917429878673195,11,2,469,0.0713366111954623
"7069","oliG1",111.341235000925,0.918440566925526,11,2,643,0.140485052566656
"359","oliG1",84.6415597308492,0.919073924484138,11,2,33,0.0363114788850922
"10827","naLatMax",104.093360132242,0.919688350760532,10,3,985,0.109188293666935
"6387","oliG1",111.841403412048,0.920995779782012,11,2,581,0.0954075300307456
"3109","oliG1",122.164189126814,0.921211538575694,10,3,283,0.101373312286197
"5992","phenoMean",83.9258151169073,0.921619093757518,11,2,545,0.0629231380524604
"5611","clepto1",67.011041608692,0.921972893459184,10,3,511,0.0600277019531414
"10572","clepto1",95.8704803392817,0.922346007182746,11,2,962,0.0643645005289278
"3226","naLatMax",70.0541744242439,0.922465941623887,9,4,294,0.146741860083746
"502","oliG1",67.6375900506889,0.92340296005531,11,2,46,0.0481990507138066
"1728","clepto1",62.1380547848788,0.923455907436548,10,3,158,0.0988811105559583
"8916","naLongMin",64.7396875295417,0.923672395738461,10,4,811,0.0822504365308411
"2125","ITD",64.9844647605238,0.924372688464446,10,2,194,0.0658288831295858
"2566","naLatMax",93.5215636956007,0.924669014590392,10,2,234,0.150880325013915
"10137","naLongMin",87.979316675554,0.924896025559461,11,3,922,0.0849466449417707
