"","X","NewID","GenusSpecies","Month","Day","Year","Collector","Notes","Dietary_specialization","Sociality","Nest_location","Superfamily","Family","Subfamily","Genus","Voltinism","n_rec","allCentLong","allCentLat","MaxLat","MinLat","MidLat","latRange","MaxLong","MinLong","MidLong","longRange","lat_q10","lat_q90","long_q10","long_q90","latSkew","latKurt","longSkew","longKurt","nn_rec","cont_hull_area","nnCentLong","nnCentLat","nnLatMax","nnLatMin","nnLatMid","nnLatRange","nnLat_q10","nnLongMax","nnLongMin","nnLongMid","nnLongRange","nnLong_q10","nnLong_q90","na_rec","na_hull_area","naCentLong","naCentLat","naLatMax","naLatMin","naLatMid","naLatRange","naLat_q10","naLongMax","naLongMin","naLongMid","naLongRange","naLong_q10","naLong_q90","pheno_q10","pheno_q90","phenoMean","phenoRange","phenoSkew","phenoKurt","nnLat_q90","nnLatSkew","nnLongSkew","nnLatKurt","nnLongKurt","naLat_q90","naLatKurt","naLongKurt","naLatSkew","naLongSkew","bin","extinct","ITD","ITsource","forageD","probL"
"2638",2638,"BH03716","Augochlora pura",6,1,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2639",2639,"BH03717","Augochlora pura",6,1,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2640",2640,"BH03739","Augochlora pura",6,1,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2641",2641,"BH03874","Augochlora pura",6,1,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2642",2642,"BH04414","Augochlora pura",7,18,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2643",2643,"BH04415","Augochlora pura",7,18,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2644",2644,"BH04417","Augochlora pura",7,18,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2645",2645,"BH04420","Augochlora pura",7,18,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2646",2646,"BH04477","Augochlora pura",7,18,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2647",2647,"BH04478","Augochlora pura",7,18,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2648",2648,"BH04508","Augochlora pura",7,18,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2649",2649,"BH04527","Augochlora pura",7,18,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2650",2650,"BH04715","Augochlora pura",7,18,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2651",2651,"BH04730","Augochlora pura",7,18,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2652",2652,"BH04744","Augochlora pura",7,18,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2653",2653,"BH04879","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2654",2654,"BH04897","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2655",2655,"BH04909","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2656",2656,"BH04913","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2657",2657,"BH04918","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2658",2658,"BH04921","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2659",2659,"BH04923","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2660",2660,"BH04977","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2661",2661,"BH04983","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2662",2662,"BH04984","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2663",2663,"BH04993","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2664",2664,"BH05013","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
"2665",2665,"BH05022","Augochlora pura",9,11,2017,"Isaacs","NA","polylectic","solitary","cavity","Apoidea","Halictidae","Halictinae","Augochlora",NA,10225,-79.682831,39.82669817,47.02309,-8.111944,19.455573,55.135034,-66.582007,-111.5309,-89.0564535,44.948893,35.87359,43.630884,-89.1868585,-73.16734,-2.084279322,14.44900516,-1.011866676,3.860809177,3905,8047956.314,-79.78523694,39.86441447,47.02309,10.866667,28.9448785,36.156423,35.99382306,-66.582007,-111.5309,-89.0564535,44.948893,-89.3220376,-73.169551,3904,8047956.314,-79.78799385,39.87501536,47.02309,18.28403,32.65356,28.73906,36.0372063,-66.582007,-111.5309,-89.0564535,44.948893,-89.3224072,-73.169551,117,272,198.3711016,155,-0.151028411,2.315270831,43.6380396,-1.613060463,-1.005705306,7.779853136,3.839993471,43.6381987,6.911290617,3.839622,-1.520475985,-1.005423694,3,0,1.66,"Cariveau",0.238717262,2.227035226
